q_id	q0	doc_id	score	rank	model
1	0	s_1581_626_0	0.9821916818618774	27	distilbert-base-uncased-emotion
1	0	s_2415_600_3	0.9812731742858887	28	distilbert-base-uncased-emotion
1	0	s_1551_0_41	0.9796884059906006	29	distilbert-base-uncased-emotion
1	0	s_508_46_4	0.9793970584869385	30	distilbert-base-uncased-emotion
1	0	s_1843_242_21	0.9791561365127563	31	distilbert-base-uncased-emotion
1	0	s_2007_693_0	0.9789228439331055	32	distilbert-base-uncased-emotion
1	0	s_3028_409_3	0.9784791469573975	33	distilbert-base-uncased-emotion
1	0	s_56_303_4	0.9779680371284485	34	distilbert-base-uncased-emotion
1	0	s_655_6_31	0.9779340028762817	35	distilbert-base-uncased-emotion
1	0	s_342_1402_1	0.9777684211730957	36	distilbert-base-uncased-emotion
1	0	s_1580_85_8	0.9756558537483215	37	distilbert-base-uncased-emotion
1	0	s_2455_115_0	0.9752726554870605	38	distilbert-base-uncased-emotion
1	0	s_2625_795_12	0.9751681089401245	39	distilbert-base-uncased-emotion
1	0	s_2951_1258_0	0.9751399755477905	40	distilbert-base-uncased-emotion
1	0	s_3002_178_1	0.9748034477233887	41	distilbert-base-uncased-emotion
1	0	s_782_6_13	0.9746605157852173	42	distilbert-base-uncased-emotion
1	0	s_201_51_0	0.9739058017730713	43	distilbert-base-uncased-emotion
1	0	s_2560_109_0	0.9733563661575317	44	distilbert-base-uncased-emotion
1	0	s_1580_37_2	0.9730938673019409	45	distilbert-base-uncased-emotion
1	0	s_356_186_14	0.9726518392562866	46	distilbert-base-uncased-emotion
1	0	s_897_971_2	0.9725027084350586	47	distilbert-base-uncased-emotion
1	0	s_2130_1250_12	0.9724500179290771	48	distilbert-base-uncased-emotion
1	0	s_131_822_0	0.9724331498146057	49	distilbert-base-uncased-emotion
1	0	s_12_202_5	0.9723985195159912	50	distilbert-base-uncased-emotion
1	0	s_2130_1123_10	0.9721454381942749	51	distilbert-base-uncased-emotion
1	0	s_3056_1677_0	0.9717840552330017	52	distilbert-base-uncased-emotion
1	0	s_804_136_0	0.9717733860015869	53	distilbert-base-uncased-emotion
1	0	s_2886_69_10	0.9717061519622803	54	distilbert-base-uncased-emotion
1	0	s_2035_868_1	0.9715256690979004	55	distilbert-base-uncased-emotion
1	0	s_1587_1507_0	0.9714186191558838	56	distilbert-base-uncased-emotion
1	0	s_1404_870_8	0.9713261127471924	57	distilbert-base-uncased-emotion
1	0	s_1613_326_0	0.9712285399436951	58	distilbert-base-uncased-emotion
1	0	s_1818_19_0	0.9712070226669312	59	distilbert-base-uncased-emotion
1	0	s_1749_1044_0	0.9709222316741943	60	distilbert-base-uncased-emotion
1	0	s_326_265_1	0.970726728439331	61	distilbert-base-uncased-emotion
1	0	s_3044_143_3	0.9706935882568359	62	distilbert-base-uncased-emotion
1	0	s_283_196_0	0.9706586599349976	63	distilbert-base-uncased-emotion
1	0	s_1625_371_4	0.970599889755249	64	distilbert-base-uncased-emotion
1	0	s_12_2_34	0.9705297350883484	65	distilbert-base-uncased-emotion
1	0	s_80_108_2	0.9705278277397156	66	distilbert-base-uncased-emotion
1	0	s_17_808_1	0.9704328775405884	67	distilbert-base-uncased-emotion
1	0	s_610_89_0	0.9703989028930664	68	distilbert-base-uncased-emotion
1	0	s_356_57_2	0.9703978896141052	69	distilbert-base-uncased-emotion
1	0	s_1170_361_2	0.9703601002693176	70	distilbert-base-uncased-emotion
1	0	s_2697_1_1	0.9702764749526978	71	distilbert-base-uncased-emotion
1	0	s_2695_585_0	0.9702373147010803	72	distilbert-base-uncased-emotion
1	0	s_1193_940_0	0.9701907634735107	73	distilbert-base-uncased-emotion
1	0	s_951_54_0	0.9700542688369751	74	distilbert-base-uncased-emotion
1	0	s_1499_289_32	0.9700291156768799	75	distilbert-base-uncased-emotion
1	0	s_1551_163_8	0.9699612855911255	76	distilbert-base-uncased-emotion
1	0	s_2338_830_1	0.9698154926300049	77	distilbert-base-uncased-emotion
1	0	s_2139_3_2	0.9697393178939819	78	distilbert-base-uncased-emotion
1	0	s_1905_30_46	0.9697161912918091	79	distilbert-base-uncased-emotion
1	0	s_2663_29_6	0.9696823954582214	80	distilbert-base-uncased-emotion
1	0	s_340_138_6	0.9696692228317261	81	distilbert-base-uncased-emotion
1	0	s_1499_708_134	0.9695352911949158	82	distilbert-base-uncased-emotion
1	0	s_664_105_1	0.9693446159362793	83	distilbert-base-uncased-emotion
1	0	s_993_928_7	0.9691976308822632	84	distilbert-base-uncased-emotion
1	0	s_1265_253_2	0.9690943360328674	85	distilbert-base-uncased-emotion
1	0	s_2143_358_13	0.9690765738487244	86	distilbert-base-uncased-emotion
1	0	s_1388_1136_0	0.9690718650817871	87	distilbert-base-uncased-emotion
1	0	s_2415_1145_1	0.9689117670059204	88	distilbert-base-uncased-emotion
1	0	s_156_110_0	0.9687967896461487	89	distilbert-base-uncased-emotion
1	0	s_2296_651_2	0.9687601327896118	90	distilbert-base-uncased-emotion
1	0	s_1404_316_5	0.9685954451560974	91	distilbert-base-uncased-emotion
1	0	s_888_1323_3	0.9685829281806946	92	distilbert-base-uncased-emotion
1	0	s_1265_110_0	0.9685052633285522	93	distilbert-base-uncased-emotion
1	0	s_2958_226_0	0.9684902429580688	94	distilbert-base-uncased-emotion
1	0	s_2593_538_0	0.9684697389602661	95	distilbert-base-uncased-emotion
1	0	s_2176_603_1	0.9683240056037903	96	distilbert-base-uncased-emotion
1	0	s_2369_98_0	0.9682901501655579	97	distilbert-base-uncased-emotion
1	0	s_1506_1_8	0.9682666659355164	98	distilbert-base-uncased-emotion
1	0	s_2130_310_17	0.9681037664413452	99	distilbert-base-uncased-emotion
1	0	s_1410_88_0	0.9680759906768799	100	distilbert-base-uncased-emotion
1	0	s_2061_682_0	0.9680295586585999	101	distilbert-base-uncased-emotion
1	0	s_1234_347_0	0.9679803848266602	102	distilbert-base-uncased-emotion
1	0	s_2564_843_0	0.9679558873176575	103	distilbert-base-uncased-emotion
1	0	s_1764_1_1	0.9677827954292297	104	distilbert-base-uncased-emotion
1	0	s_2396_10_1	0.9676663875579834	105	distilbert-base-uncased-emotion
1	0	s_1551_22_6	0.9676139950752258	106	distilbert-base-uncased-emotion
1	0	s_1455_420_4	0.9675741195678711	107	distilbert-base-uncased-emotion
1	0	s_2886_1_18	0.967566967010498	108	distilbert-base-uncased-emotion
1	0	s_2100_1_24	0.9675613641738892	109	distilbert-base-uncased-emotion
1	0	s_349_414_0	0.9673925638198853	110	distilbert-base-uncased-emotion
1	0	s_2625_304_2	0.9673925638198853	111	distilbert-base-uncased-emotion
1	0	s_1155_65_4	0.96720951795578	112	distilbert-base-uncased-emotion
1	0	s_2470_23_10	0.9671115875244141	113	distilbert-base-uncased-emotion
1	0	s_3068_920_3	0.9669228196144104	114	distilbert-base-uncased-emotion
1	0	s_2625_751_1	0.9668716788291931	115	distilbert-base-uncased-emotion
1	0	s_752_56_12	0.966855525970459	116	distilbert-base-uncased-emotion
1	0	s_220_1078_8	0.9667292237281799	117	distilbert-base-uncased-emotion
1	0	s_2194_1161_4	0.9666132926940918	118	distilbert-base-uncased-emotion
1	0	s_1276_718_3	0.9664939641952515	119	distilbert-base-uncased-emotion
1	0	s_2130_107_9	0.9664919972419739	120	distilbert-base-uncased-emotion
1	0	s_807_290_0	0.9664798974990845	121	distilbert-base-uncased-emotion
1	0	s_1661_5_0	0.9661691188812256	122	distilbert-base-uncased-emotion
1	0	s_552_260_0	0.9661656618118286	123	distilbert-base-uncased-emotion
1	0	s_551_67_0	0.9659829139709473	124	distilbert-base-uncased-emotion
1	0	s_1382_778_0	0.9659395217895508	125	distilbert-base-uncased-emotion
1	0	s_1551_146_6	0.9659290313720703	126	distilbert-base-uncased-emotion
1	0	s_1515_552_0	0.9659240245819092	127	distilbert-base-uncased-emotion
1	0	s_1296_134_10	0.9657788872718811	128	distilbert-base-uncased-emotion
1	0	s_993_565_5	0.9657281041145325	129	distilbert-base-uncased-emotion
1	0	s_2139_27_1	0.9657155871391296	130	distilbert-base-uncased-emotion
1	0	s_1455_334_3	0.9657067060470581	131	distilbert-base-uncased-emotion
1	0	s_1404_449_1	0.9656945466995239	132	distilbert-base-uncased-emotion
1	0	s_2587_568_0	0.9656441807746887	133	distilbert-base-uncased-emotion
1	0	s_2139_274_3	0.9656310081481934	134	distilbert-base-uncased-emotion
1	0	s_775_1025_5	0.9655567407608032	135	distilbert-base-uncased-emotion
1	0	s_214_620_0	0.9655164480209351	136	distilbert-base-uncased-emotion
1	0	s_1336_837_0	0.9654764533042908	137	distilbert-base-uncased-emotion
1	0	s_258_126_8	0.9654128551483154	138	distilbert-base-uncased-emotion
1	0	s_18_376_2	0.9654081463813782	139	distilbert-base-uncased-emotion
1	0	s_1854_654_0	0.965400218963623	140	distilbert-base-uncased-emotion
1	0	s_436_131_116	0.9653463363647461	141	distilbert-base-uncased-emotion
1	0	s_2894_116_0	0.9653269052505493	142	distilbert-base-uncased-emotion
1	0	s_2139_10_2	0.9652648568153381	143	distilbert-base-uncased-emotion
1	0	s_2089_546_2	0.9650545120239258	144	distilbert-base-uncased-emotion
1	0	s_2415_1145_0	0.9649970531463623	145	distilbert-base-uncased-emotion
1	0	s_2529_992_0	0.9648674726486206	146	distilbert-base-uncased-emotion
1	0	s_2331_1061_0	0.9648230075836182	147	distilbert-base-uncased-emotion
1	0	s_1265_141_0	0.9648033380508423	148	distilbert-base-uncased-emotion
1	0	s_1551_98_2	0.9647026658058167	149	distilbert-base-uncased-emotion
1	0	s_2993_388_17	0.9647020101547241	150	distilbert-base-uncased-emotion
1	0	s_551_28_1	0.9646681547164917	151	distilbert-base-uncased-emotion
1	0	s_586_713_4	0.9645674228668213	152	distilbert-base-uncased-emotion
1	0	s_2130_716_0	0.9645369052886963	153	distilbert-base-uncased-emotion
1	0	s_840_321_0	0.9643864631652832	154	distilbert-base-uncased-emotion
1	0	s_2334_184_8	0.9643250703811646	155	distilbert-base-uncased-emotion
1	0	s_2130_319_0	0.9642629623413086	156	distilbert-base-uncased-emotion
1	0	s_356_142_5	0.9642554521560669	157	distilbert-base-uncased-emotion
1	0	s_1824_389_2	0.9641602039337158	158	distilbert-base-uncased-emotion
1	0	s_888_733_0	0.9641556143760681	159	distilbert-base-uncased-emotion
1	0	s_634_56_0	0.9641443490982056	160	distilbert-base-uncased-emotion
1	0	s_3075_23_3	0.9641329050064087	161	distilbert-base-uncased-emotion
1	0	s_975_82_1	0.9641327857971191	162	distilbert-base-uncased-emotion
1	0	s_888_743_6	0.9641218781471252	163	distilbert-base-uncased-emotion
1	0	s_1586_494_0	0.9639891386032104	164	distilbert-base-uncased-emotion
1	0	s_1499_1086_27	0.9639331102371216	165	distilbert-base-uncased-emotion
1	0	s_2536_48_0	0.9639178514480591	166	distilbert-base-uncased-emotion
1	0	s_2139_149_1	0.96384596824646	167	distilbert-base-uncased-emotion
1	0	s_2479_28_5	0.9638218879699707	168	distilbert-base-uncased-emotion
1	0	s_126_11_0	0.9636069536209106	169	distilbert-base-uncased-emotion
1	0	s_1160_171_5	0.9635950922966003	170	distilbert-base-uncased-emotion
1	0	s_2831_991_12	0.963559627532959	171	distilbert-base-uncased-emotion
1	0	s_3105_85_0	0.9635018110275269	172	distilbert-base-uncased-emotion
1	0	s_2200_40_0	0.9634993672370911	173	distilbert-base-uncased-emotion
1	0	s_1160_120_1	0.96346515417099	174	distilbert-base-uncased-emotion
1	0	s_459_966_3	0.9633273482322693	175	distilbert-base-uncased-emotion
1	0	s_411_245_1	0.9633088111877441	176	distilbert-base-uncased-emotion
1	0	s_1937_101_7	0.9632462859153748	177	distilbert-base-uncased-emotion
1	0	s_1404_968_2	0.9631317853927612	178	distilbert-base-uncased-emotion
1	0	s_3042_4_99	0.9630524516105652	179	distilbert-base-uncased-emotion
1	0	s_2953_733_0	0.963031530380249	180	distilbert-base-uncased-emotion
1	0	s_2927_6_1	0.9630064964294434	181	distilbert-base-uncased-emotion
1	0	s_2330_916_0	0.9628815650939941	182	distilbert-base-uncased-emotion
1	0	s_134_65_18	0.9628283977508545	183	distilbert-base-uncased-emotion
1	0	s_344_77_1	0.9627652168273926	184	distilbert-base-uncased-emotion
1	0	s_782_573_9	0.9627326726913452	185	distilbert-base-uncased-emotion
1	0	s_613_106_0	0.9627304077148438	186	distilbert-base-uncased-emotion
1	0	s_2100_307_3	0.9627304077148438	187	distilbert-base-uncased-emotion
1	0	s_1086_369_0	0.9626854658126831	188	distilbert-base-uncased-emotion
1	0	s_2061_335_3	0.9626607894897461	189	distilbert-base-uncased-emotion
1	0	s_1499_1086_21	0.9626415371894836	190	distilbert-base-uncased-emotion
1	0	s_2488_644_0	0.9625720381736755	191	distilbert-base-uncased-emotion
1	0	s_349_412_2	0.9625298976898193	192	distilbert-base-uncased-emotion
1	0	s_1247_1073_0	0.9624938368797302	193	distilbert-base-uncased-emotion
1	0	s_888_1402_3	0.9624837636947632	194	distilbert-base-uncased-emotion
1	0	s_2836_287_0	0.962446928024292	195	distilbert-base-uncased-emotion
1	0	s_1920_183_0	0.9623016715049744	196	distilbert-base-uncased-emotion
1	0	s_2007_780_7	0.962254524230957	197	distilbert-base-uncased-emotion
1	0	s_782_56_5	0.9622231721878052	198	distilbert-base-uncased-emotion
1	0	s_2447_475_0	0.962195634841919	199	distilbert-base-uncased-emotion
1	0	s_1285_646_0	0.9621323347091675	200	distilbert-base-uncased-emotion
1	0	s_337_221_0	0.9620674252510071	201	distilbert-base-uncased-emotion
1	0	s_2180_31_44	0.9620471000671387	202	distilbert-base-uncased-emotion
1	0	s_2606_309_5	0.9620164632797241	203	distilbert-base-uncased-emotion
1	0	s_782_573_10	0.9618655443191528	204	distilbert-base-uncased-emotion
1	0	s_462_672_0	0.96182781457901	205	distilbert-base-uncased-emotion
1	0	s_2505_1308_0	0.961743950843811	206	distilbert-base-uncased-emotion
1	0	s_2100_761_1	0.9616614580154419	207	distilbert-base-uncased-emotion
1	0	s_53_605_1	0.9615810513496399	208	distilbert-base-uncased-emotion
1	0	s_2415_843_1	0.9615061283111572	209	distilbert-base-uncased-emotion
1	0	s_2415_114_8	0.9615045189857483	210	distilbert-base-uncased-emotion
1	0	s_1147_1270_5	0.9614691734313965	211	distilbert-base-uncased-emotion
1	0	s_2035_910_3	0.9614657759666443	212	distilbert-base-uncased-emotion
1	0	s_1483_173_2	0.9614608287811279	213	distilbert-base-uncased-emotion
1	0	s_2007_780_0	0.9614250063896179	214	distilbert-base-uncased-emotion
1	0	s_343_369_0	0.9613966941833496	215	distilbert-base-uncased-emotion
1	0	s_612_1004_0	0.9613373875617981	216	distilbert-base-uncased-emotion
1	0	s_2514_905_0	0.9612816572189331	217	distilbert-base-uncased-emotion
1	0	s_697_373_15	0.9612588882446289	218	distilbert-base-uncased-emotion
1	0	s_1489_245_0	0.9612340927124023	219	distilbert-base-uncased-emotion
1	0	s_1337_14_0	0.9612340927124023	220	distilbert-base-uncased-emotion
1	0	s_1584_1052_0	0.961004912853241	221	distilbert-base-uncased-emotion
1	0	s_738_557_0	0.960831880569458	222	distilbert-base-uncased-emotion
1	0	s_1639_444_16	0.9608068466186523	223	distilbert-base-uncased-emotion
1	0	s_2721_569_0	0.9607836604118347	224	distilbert-base-uncased-emotion
1	0	s_1824_1615_2	0.9607836008071899	225	distilbert-base-uncased-emotion
1	0	s_1351_62_12	0.9607007503509521	226	distilbert-base-uncased-emotion
1	0	s_1488_227_4	0.9606913328170776	227	distilbert-base-uncased-emotion
1	0	s_2449_126_3	0.9606896042823792	228	distilbert-base-uncased-emotion
1	0	s_2415_53_1	0.9605444669723511	229	distilbert-base-uncased-emotion
1	0	s_1701_1025_1	0.9604825973510742	230	distilbert-base-uncased-emotion
1	0	s_2815_1051_12	0.9604490995407104	231	distilbert-base-uncased-emotion
1	0	s_259_641_0	0.9604332447052002	232	distilbert-base-uncased-emotion
1	0	s_1978_4_12	0.9603621959686279	233	distilbert-base-uncased-emotion
1	0	s_597_117_5	0.9603530168533325	234	distilbert-base-uncased-emotion
1	0	s_552_12_24	0.9603172540664673	235	distilbert-base-uncased-emotion
1	0	s_1513_380_2	0.9602550864219666	236	distilbert-base-uncased-emotion
1	0	s_2150_400_0	0.9601313471794128	237	distilbert-base-uncased-emotion
1	0	s_1348_155_0	0.96012282371521	238	distilbert-base-uncased-emotion
1	0	s_782_23_5	0.9601073265075684	239	distilbert-base-uncased-emotion
1	0	s_2007_661_0	0.9601027965545654	240	distilbert-base-uncased-emotion
1	0	s_2100_103_2	0.9600641131401062	241	distilbert-base-uncased-emotion
1	0	s_1903_1702_0	0.9600494503974915	242	distilbert-base-uncased-emotion
1	0	s_737_961_0	0.9600327014923096	243	distilbert-base-uncased-emotion
1	0	s_2038_7_5	0.959970235824585	244	distilbert-base-uncased-emotion
1	0	s_2184_238_2	0.9599398374557495	245	distilbert-base-uncased-emotion
1	0	s_2479_81_5	0.9599205255508423	246	distilbert-base-uncased-emotion
1	0	s_2613_782_0	0.9598244428634644	247	distilbert-base-uncased-emotion
1	0	s_2894_440_0	0.9597647190093994	248	distilbert-base-uncased-emotion
1	0	s_898_324_1	0.9596732258796692	249	distilbert-base-uncased-emotion
1	0	s_2188_893_0	0.9596353769302368	250	distilbert-base-uncased-emotion
1	0	s_2401_0_9	0.9595394730567932	251	distilbert-base-uncased-emotion
1	0	s_1738_264_1	0.959527850151062	252	distilbert-base-uncased-emotion
1	0	s_426_581_146	0.9593856930732727	253	distilbert-base-uncased-emotion
1	0	s_1483_30_2	0.9593403339385986	254	distilbert-base-uncased-emotion
1	0	s_1625_934_3	0.9593279361724854	255	distilbert-base-uncased-emotion
1	0	s_2402_1250_5	0.9591647982597351	256	distilbert-base-uncased-emotion
1	0	s_717_263_0	0.9589688777923584	257	distilbert-base-uncased-emotion
1	0	s_2035_168_3	0.9589212536811829	258	distilbert-base-uncased-emotion
1	0	s_931_108_0	0.9588888883590698	259	distilbert-base-uncased-emotion
1	0	s_3085_1047_1	0.9588709473609924	260	distilbert-base-uncased-emotion
1	0	s_1551_28_10	0.9588090181350708	261	distilbert-base-uncased-emotion
1	0	s_433_808_10	0.9587833881378174	262	distilbert-base-uncased-emotion
1	0	s_2402_479_5	0.9586553573608398	263	distilbert-base-uncased-emotion
1	0	s_1666_218_2	0.958655059337616	264	distilbert-base-uncased-emotion
1	0	s_1168_5_2	0.958632230758667	265	distilbert-base-uncased-emotion
1	0	s_2154_497_0	0.9586139917373657	266	distilbert-base-uncased-emotion
1	0	s_3003_425_0	0.9585976600646973	267	distilbert-base-uncased-emotion
1	0	s_2449_324_0	0.958579421043396	268	distilbert-base-uncased-emotion
1	0	s_3068_6_4	0.958491325378418	269	distilbert-base-uncased-emotion
1	0	s_2415_615_3	0.9584574699401855	270	distilbert-base-uncased-emotion
1	0	s_1404_172_0	0.9584356546401978	271	distilbert-base-uncased-emotion
1	0	s_1552_63_4	0.9584276080131531	272	distilbert-base-uncased-emotion
1	0	s_2643_1456_13	0.9583873748779297	273	distilbert-base-uncased-emotion
1	0	s_2495_228_4	0.9583360552787781	274	distilbert-base-uncased-emotion
1	0	s_1625_596_2	0.958294689655304	275	distilbert-base-uncased-emotion
1	0	s_676_252_1	0.9582781195640564	276	distilbert-base-uncased-emotion
1	0	s_2903_917_1	0.958258867263794	277	distilbert-base-uncased-emotion
1	0	s_1960_192_0	0.9582333564758301	278	distilbert-base-uncased-emotion
1	0	s_763_170_0	0.9582027196884155	279	distilbert-base-uncased-emotion
1	0	s_1597_605_1	0.9581947326660156	280	distilbert-base-uncased-emotion
1	0	s_2232_597_0	0.958082914352417	281	distilbert-base-uncased-emotion
1	0	s_646_171_1	0.9580659866333008	282	distilbert-base-uncased-emotion
1	0	s_462_474_94	0.958034873008728	283	distilbert-base-uncased-emotion
1	0	s_1488_190_6	0.9579916000366211	284	distilbert-base-uncased-emotion
1	0	s_765_2_0	0.9579609632492065	285	distilbert-base-uncased-emotion
1	0	s_1513_1063_1	0.9579253196716309	286	distilbert-base-uncased-emotion
1	0	s_1168_49_0	0.9579125642776489	287	distilbert-base-uncased-emotion
1	0	s_209_621_6	0.9578564167022705	288	distilbert-base-uncased-emotion
1	0	s_1979_321_0	0.9578557014465332	289	distilbert-base-uncased-emotion
1	0	s_1265_436_3	0.9578044414520264	290	distilbert-base-uncased-emotion
1	0	s_2007_1092_0	0.9577776193618774	291	distilbert-base-uncased-emotion
1	0	s_2352_879_0	0.9577707052230835	292	distilbert-base-uncased-emotion
1	0	s_2815_1586_73	0.957770586013794	293	distilbert-base-uncased-emotion
1	0	s_2890_264_11	0.9576952457427979	294	distilbert-base-uncased-emotion
1	0	s_117_562_4	0.9576914310455322	295	distilbert-base-uncased-emotion
1	0	s_2684_144_0	0.9576764106750488	296	distilbert-base-uncased-emotion
1	0	s_1568_213_0	0.9575947523117065	297	distilbert-base-uncased-emotion
1	0	s_2863_1027_0	0.9575163125991821	298	distilbert-base-uncased-emotion
1	0	s_786_57_0	0.9574874043464661	299	distilbert-base-uncased-emotion
1	0	s_3009_576_0	0.9574856758117676	300	distilbert-base-uncased-emotion
1	0	s_1551_97_4	0.9574117660522461	301	distilbert-base-uncased-emotion
1	0	s_2046_51_2	0.9573991298675537	302	distilbert-base-uncased-emotion
1	0	s_2593_426_1	0.9573639035224915	303	distilbert-base-uncased-emotion
1	0	s_2684_142_0	0.9573583602905273	304	distilbert-base-uncased-emotion
1	0	s_1781_346_0	0.9573583006858826	305	distilbert-base-uncased-emotion
1	0	s_2721_246_3	0.9573560357093811	306	distilbert-base-uncased-emotion
1	0	s_2625_50_17	0.9573397636413574	307	distilbert-base-uncased-emotion
1	0	s_156_362_0	0.9573244452476501	308	distilbert-base-uncased-emotion
1	0	s_1701_650_1	0.9573222398757935	309	distilbert-base-uncased-emotion
1	0	s_1159_991_0	0.957263708114624	310	distilbert-base-uncased-emotion
1	0	s_1636_312_2	0.9572122097015381	311	distilbert-base-uncased-emotion
1	0	s_697_348_7	0.9571038484573364	312	distilbert-base-uncased-emotion
1	0	s_2996_268_0	0.9570875763893127	313	distilbert-base-uncased-emotion
1	0	s_1602_1269_38	0.9570270776748657	314	distilbert-base-uncased-emotion
1	0	s_1404_950_0	0.9570233821868896	315	distilbert-base-uncased-emotion
1	0	s_2411_140_1	0.9569950103759766	316	distilbert-base-uncased-emotion
1	0	s_2033_555_0	0.9569104909896851	317	distilbert-base-uncased-emotion
1	0	s_1012_884_1	0.9568415880203247	318	distilbert-base-uncased-emotion
1	0	s_758_740_9	0.9568414688110352	319	distilbert-base-uncased-emotion
1	0	s_1625_618_0	0.9568365812301636	320	distilbert-base-uncased-emotion
1	0	s_2564_138_0	0.9568252563476562	321	distilbert-base-uncased-emotion
1	0	s_1601_785_1	0.9567694664001465	322	distilbert-base-uncased-emotion
1	0	s_2292_572_49	0.9566315412521362	323	distilbert-base-uncased-emotion
1	0	s_960_283_2	0.9565933346748352	324	distilbert-base-uncased-emotion
1	0	s_342_1297_0	0.9565781354904175	325	distilbert-base-uncased-emotion
1	0	s_237_498_0	0.9565693140029907	326	distilbert-base-uncased-emotion
1	0	s_525_48_0	0.9565693140029907	327	distilbert-base-uncased-emotion
1	0	s_981_1_0	0.9565402865409851	328	distilbert-base-uncased-emotion
1	0	s_2988_264_0	0.9565272927284241	329	distilbert-base-uncased-emotion
1	0	s_2237_110_4	0.9564867615699768	330	distilbert-base-uncased-emotion
1	0	s_1496_173_3	0.956419825553894	331	distilbert-base-uncased-emotion
1	0	s_2213_826_0	0.9563934803009033	332	distilbert-base-uncased-emotion
1	0	s_3102_356_0	0.9563432335853577	333	distilbert-base-uncased-emotion
1	0	s_1681_1030_1	0.956220269203186	334	distilbert-base-uncased-emotion
1	0	s_1609_626_0	0.9561684131622314	335	distilbert-base-uncased-emotion
1	0	s_65_23_0	0.9561127424240112	336	distilbert-base-uncased-emotion
1	0	s_1601_65_18	0.9561115503311157	337	distilbert-base-uncased-emotion
1	0	s_1082_1_0	0.9561067819595337	338	distilbert-base-uncased-emotion
1	0	s_1965_315_6	0.9560047388076782	339	distilbert-base-uncased-emotion
1	0	s_2950_0_333	0.9559047222137451	340	distilbert-base-uncased-emotion
1	0	s_2927_84_2	0.9558826684951782	341	distilbert-base-uncased-emotion
1	0	s_1955_918_0	0.9558681845664978	342	distilbert-base-uncased-emotion
1	0	s_1352_800_2	0.9558132886886597	343	distilbert-base-uncased-emotion
1	0	s_2417_69_0	0.9557176828384399	344	distilbert-base-uncased-emotion
1	0	s_1330_114_0	0.9557169675827026	345	distilbert-base-uncased-emotion
1	0	s_1147_1055_1	0.9557157754898071	346	distilbert-base-uncased-emotion
1	0	s_1933_240_0	0.9556940793991089	347	distilbert-base-uncased-emotion
1	0	s_2396_10_0	0.9556247591972351	348	distilbert-base-uncased-emotion
1	0	s_480_642_4	0.955591082572937	349	distilbert-base-uncased-emotion
1	0	s_616_24_9	0.9555474519729614	350	distilbert-base-uncased-emotion
1	0	s_2512_411_0	0.9555408954620361	351	distilbert-base-uncased-emotion
1	0	s_1824_1555_3	0.9555227160453796	352	distilbert-base-uncased-emotion
1	0	s_1246_1526_0	0.9555137753486633	353	distilbert-base-uncased-emotion
1	0	s_1514_1099_6	0.9555046558380127	354	distilbert-base-uncased-emotion
1	0	s_1712_255_3	0.9554327130317688	355	distilbert-base-uncased-emotion
1	0	s_2100_307_0	0.9554327130317688	356	distilbert-base-uncased-emotion
1	0	s_1578_1372_6	0.9554105997085571	357	distilbert-base-uncased-emotion
1	0	s_976_675_0	0.9553026556968689	358	distilbert-base-uncased-emotion
1	0	s_2453_7_8	0.9551409482955933	359	distilbert-base-uncased-emotion
1	0	s_2815_1461_59	0.9551409482955933	360	distilbert-base-uncased-emotion
